pair_index,timestamp,match_status,confidence_score,marginal_match,fused_temperature,fused_pressure,fused_rainfall,fused_wind_speed
0,2024-01-01T00:00:00Z,MATCHED,0.8,False,12.977,993.434,0.0,
1,2024-01-01T01:00:00Z,MATCHED,0.9,False,13.093,994.088,0.0,1.723
2,2024-01-01T02:00:00Z,MATCHED,0.8,False,14.085,994.726,0.0,1.723
3,2024-01-01T03:00:00Z,MATCHED,0.7,False,,995.613,0.0,1.523
4,2024-01-01T04:00:00Z,MATCHED,0.6,False,,996.351,0.0,
5,2024-01-01T05:00:00Z,MATCHED,0.7,False,21.332,996.159,0.0,
6,2024-01-01T06:00:00Z,MATCHED,0.8,False,23.337,995.154,0.0,1.63
7,2024-01-01T07:00:00Z,MATCHED,0.7,False,24.151,993.948,0.001,
8,2024-01-01T08:00:00Z,MATCHED,0.7,False,25.779,992.754,0.002,
9,2024-01-01T09:00:00Z,MATCHED,0.8,False,25.947,992.093,0.0,
10,2024-01-01T10:00:00Z,MATCHED,0.9,False,24.767,991.699,0.0,0.693
11,2024-01-01T11:00:00Z,MATCHED,0.7,False,24.477,991.629,0.0,
12,2024-01-01T12:00:00Z,MATCHED,0.9,False,22.391,991.637,0.0,1.94
13,2024-01-01T13:00:00Z,MATCHED,0.8,False,21.435,991.994,0.0,1.83
14,2024-01-01T14:00:00Z,MATCHED,1.0,False,20.017,992.706,0.0,1.867
15,2024-01-01T15:00:00Z,MATCHED,0.9,False,18.505,993.273,0.0,2.027
16,2024-01-01T16:00:00Z,MATCHED,0.9,False,18.001,993.723,0.0,1.914
17,2024-01-01T17:00:00Z,MATCHED,0.9,False,16.693,993.808,0.0,2.05
18,2024-01-01T18:00:00Z,MATCHED,0.8,False,16.282,993.63,0.0,
19,2024-01-01T19:00:00Z,MATCHED,0.8,False,15.941,993.177,0.0,
20,2024-01-01T20:00:00Z,MATCHED,0.8,False,15.244,992.97,0.0,
21,2024-01-01T21:00:00Z,MATCHED,1.0,False,14.498,992.688,0.0,1.56
22,2024-01-01T22:00:00Z,MATCHED,1.0,False,13.893,992.649,0.0,1.388
23,2024-01-01T23:00:00Z,MATCHED,1.0,False,13.498,992.571,0.0,1.333
24,2024-01-02T00:00:00Z,MATCHED,0.8,False,13.806,992.663,0.0,1.329
25,2024-01-02T01:00:00Z,MATCHED,0.8,False,13.668,993.49,0.0,1.369
26,2024-01-02T02:00:00Z,MATCHED,0.7,False,14.434,994.34,0.0,
27,2024-01-02T03:00:00Z,MATCHED,0.7,False,15.776,995.065,0.0,
28,2024-01-02T04:00:00Z,MATCHED,0.7,False,,995.574,0.0,0.474
29,2024-01-02T05:00:00Z,MATCHED,0.7,False,20.376,995.184,0.0,
30,2024-01-02T06:00:00Z,MATCHED,0.7,False,22.501,994.341,0.0,
31,2024-01-02T07:00:00Z,MATCHED,0.7,False,23.53,993.057,0.001,
32,2024-01-02T08:00:00Z,MATCHED,0.8,False,25.465,991.964,0.0,
33,2024-01-02T09:00:00Z,MATCHED,0.8,False,25.784,991.091,0.0,
34,2024-01-02T10:00:00Z,MATCHED,0.7,False,24.918,990.871,0.0,
35,2024-01-02T11:00:00Z,MATCHED,0.7,False,24.392,990.723,0.0,
36,2024-01-02T12:00:00Z,MATCHED,0.8,False,22.023,990.968,0.0,
37,2024-01-02T13:00:00Z,MATCHED,0.8,False,21.596,991.633,0.0,2.195
38,2024-01-02T14:00:00Z,MATCHED,0.7,False,21.056,992.279,0.0,
39,2024-01-02T15:00:00Z,MATCHED,0.8,False,18.91,992.987,0.0,3.119
40,2024-01-02T16:00:00Z,MATCHED,1.0,False,18.383,993.365,0.0,3.046
41,2024-01-02T17:00:00Z,MATCHED,1.0,False,17.401,993.247,0.0,2.906
42,2024-01-02T18:00:00Z,MATCHED,0.9,False,16.762,993.113,0.0,2.701
43,2024-01-02T19:00:00Z,MATCHED,0.8,False,16.479,992.613,0.0,
44,2024-01-02T20:00:00Z,MATCHED,1.0,False,16.081,992.386,0.0,1.941
45,2024-01-02T21:00:00Z,MATCHED,1.0,False,14.812,991.932,0.0,2.083
46,2024-01-02T22:00:00Z,MATCHED,0.7,False,15.141,991.841,0.0,
47,2024-01-02T23:00:00Z,MATCHED,1.0,False,14.805,991.467,0.0,2.738
48,2024-01-03T00:00:00Z,MATCHED,0.8,False,15.006,991.779,0.0,2.801
49,2024-01-03T01:00:00Z,MATCHED,0.9,False,15.767,992.515,0.0,2.651
50,2024-01-03T02:00:00Z,MATCHED,0.8,False,16.238,993.396,0.0,
51,2024-01-03T03:00:00Z,MATCHED,0.9,False,17.511,994.376,0.0,2.288
52,2024-01-03T04:00:00Z,MATCHED,0.8,False,,994.899,0.0,2.35
53,2024-01-03T05:00:00Z,MATCHED,0.8,False,21.94,994.5,0.0,2.517
54,2024-01-03T06:00:00Z,MATCHED,0.9,False,23.857,993.764,0.0,2.792
55,2024-01-03T07:00:00Z,MATCHED,0.7,False,24.625,992.351,0.0,
56,2024-01-03T08:00:00Z,MATCHED,0.8,False,25.78,991.288,0.0,
57,2024-01-03T09:00:00Z,MATCHED,0.9,False,25.827,990.424,0.004,1.399
58,2024-01-03T10:00:00Z,MATCHED,0.7,False,24.681,990.482,0.0,
59,2024-01-03T11:00:00Z,MATCHED,0.7,False,23.86,990.706,0.046,
60,2024-01-03T12:00:00Z,MATCHED,0.8,False,22.41,990.729,0.0,
61,2024-01-03T13:00:00Z,MATCHED,0.9,False,21.09,991.149,0.0,3.198
62,2024-01-03T14:00:00Z,MATCHED,0.7,False,20.421,991.885,0.001,
63,2024-01-03T15:00:00Z,MATCHED,0.7,False,18.477,992.501,0.003,
64,2024-01-03T16:00:00Z,MATCHED,0.7,False,18.1,992.829,0.0,
65,2024-01-03T17:00:00Z,MATCHED,0.8,False,17.362,992.621,0.0,
66,2024-01-03T18:00:00Z,MATCHED,0.8,False,17.455,992.58,0.0,
67,2024-01-03T19:00:00Z,MATCHED,0.9,False,17.22,992.197,0.0,1.623
68,2024-01-03T20:00:00Z,MATCHED,0.8,False,16.259,991.998,0.0,1.521
69,2024-01-03T21:00:00Z,MATCHED,0.9,False,16.572,991.75,0.0,1.491
70,2024-01-03T22:00:00Z,MATCHED,0.9,False,15.982,991.923,0.0,1.011
71,2024-01-03T23:00:00Z,MATCHED,0.7,False,15.999,991.977,0.0,
72,2024-01-04T00:00:00Z,MATCHED,0.8,False,16.099,992.374,0.0,
73,2024-01-04T01:00:00Z,MATCHED,0.8,False,16.18,993.421,0.0,
74,2024-01-04T02:00:00Z,MATCHED,0.7,False,16.36,994.064,0.0,
75,2024-01-04T03:00:00Z,MATCHED,0.7,False,17.743,994.959,0.0,
76,2024-01-04T04:00:00Z,MATCHED,0.6,False,,995.671,0.0,
77,2024-01-04T05:00:00Z,MATCHED,0.7,False,20.92,995.476,0.0,
78,2024-01-04T06:00:00Z,MATCHED,0.7,False,21.027,995.024,0.0,
79,2024-01-04T07:00:00Z,MATCHED,0.8,False,19.83,993.665,0.2,
80,2024-01-04T08:00:00Z,MATCHED,0.9,False,20.162,992.767,0.2,1.611
81,2024-01-04T09:00:00Z,MATCHED,0.9,False,20.427,991.913,0.0,1.877
82,2024-01-04T10:00:00Z,MATCHED,0.8,False,20.669,991.397,0.0,
83,2024-01-04T11:00:00Z,MATCHED,0.8,False,20.691,991.418,0.0,
84,2024-01-04T12:00:00Z,MATCHED,0.8,False,20.27,991.564,0.0,
85,2024-01-04T13:00:00Z,MATCHED,0.9,False,19.413,992.067,0.0,1.802
86,2024-01-04T14:00:00Z,MATCHED,0.7,False,18.719,992.603,0.0,
87,2024-01-04T15:00:00Z,MATCHED,0.8,False,17.48,993.007,0.002,1.939
88,2024-01-04T16:00:00Z,MATCHED,0.8,False,17.218,993.383,0.011,1.955
89,2024-01-04T17:00:00Z,MATCHED,0.8,False,16.55,993.227,0.008,
90,2024-01-04T18:00:00Z,MATCHED,0.9,False,16.311,993.048,0.002,1.673
91,2024-01-04T19:00:00Z,MATCHED,0.9,False,16.379,992.896,0.037,1.776
92,2024-01-04T20:00:00Z,MATCHED,0.8,False,16.107,992.581,0.069,
93,2024-01-04T21:00:00Z,MATCHED,0.8,False,16.028,992.274,0.006,
94,2024-01-04T22:00:00Z,MATCHED,1.0,False,15.8,991.75,0.0,2.33
95,2024-01-04T23:00:00Z,MATCHED,0.9,False,15.575,991.867,0.0,1.747
96,2024-01-05T00:00:00Z,MATCHED,0.9,False,15.47,992.028,0.053,1.482
97,2024-01-05T01:00:00Z,MATCHED,0.8,False,15.536,992.902,0.013,
98,2024-01-05T02:00:00Z,MATCHED,0.8,False,15.831,993.483,0.005,
99,2024-01-05T03:00:00Z,MATCHED,0.7,False,16.73,994.76,0.0,
100,2024-01-05T04:00:00Z,MATCHED,0.7,False,17.491,995.457,0.016,
101,2024-01-05T05:00:00Z,MATCHED,0.8,False,19.017,995.343,0.047,
102,2024-01-05T06:00:00Z,MATCHED,0.8,False,19.495,994.463,0.039,
103,2024-01-05T07:00:00Z,MATCHED,0.8,False,19.81,993.248,0.007,
104,2024-01-05T08:00:00Z,MATCHED,0.8,False,20.34,992.218,0.01,
105,2024-01-05T09:00:00Z,MATCHED,0.8,False,19.858,991.441,0.009,
106,2024-01-05T10:00:00Z,MATCHED,0.8,False,20.712,991.181,0.011,
107,2024-01-05T11:00:00Z,MATCHED,0.8,False,20.985,991.371,0.004,
108,2024-01-05T12:00:00Z,MATCHED,0.9,False,20.082,991.606,0.006,2.444
109,2024-01-05T13:00:00Z,MATCHED,0.6,False,,992.287,0.035,
110,2024-01-05T14:00:00Z,MATCHED,0.8,False,,993.177,0.11,2.799
111,2024-01-05T15:00:00Z,MATCHED,0.7,False,17.165,993.49,0.398,
112,2024-01-05T16:00:00Z,MATCHED,0.6,False,16.859,993.833,0.645,
113,2024-01-05T17:00:00Z,MATCHED,0.7,False,16.404,993.971,0.405,
114,2024-01-05T18:00:00Z,MATCHED,0.7,False,16.419,993.698,2.257,2.552
115,2024-01-05T19:00:00Z,MATCHED,0.6,False,16.325,994.07,,2.391
116,2024-01-05T20:00:00Z,MATCHED,0.7,False,15.897,993.547,1.156,
117,2024-01-05T21:00:00Z,MATCHED,0.6,False,15.649,993.097,,
118,2024-01-05T22:00:00Z,MATCHED,0.8,False,15.766,993.495,,2.428
119,2024-01-05T23:00:00Z,MATCHED,0.8,False,15.415,993.447,0.176,
120,2024-01-06T00:00:00Z,MATCHED,0.8,False,15.268,993.488,0.318,2.333
121,2024-01-06T01:00:00Z,MATCHED,0.8,False,15.829,994.136,0.273,
122,2024-01-06T02:00:00Z,MATCHED,0.8,False,15.791,994.934,0.323,
123,2024-01-06T03:00:00Z,MATCHED,0.7,False,16.075,996.081,0.302,
124,2024-01-06T04:00:00Z,MATCHED,0.7,False,16.78,996.727,0.072,
125,2024-01-06T05:00:00Z,MATCHED,0.8,False,18.041,996.708,0.008,1.436
126,2024-01-06T06:00:00Z,MATCHED,0.7,False,19.34,995.746,0.005,
127,2024-01-06T07:00:00Z,MATCHED,0.6,False,,994.705,0.057,
128,2024-01-06T08:00:00Z,MATCHED,0.6,False,,993.57,0.054,
129,2024-01-06T09:00:00Z,MATCHED,0.7,False,20.993,993.053,0.029,
130,2024-01-06T10:00:00Z,MATCHED,0.7,False,20.983,992.787,0.047,
131,2024-01-06T11:00:00Z,MATCHED,0.7,False,20.696,993.023,0.037,
132,2024-01-06T12:00:00Z,MATCHED,0.8,False,19.393,993.13,0.006,
133,2024-01-06T13:00:00Z,MATCHED,0.7,False,18.827,993.875,0.003,
134,2024-01-06T14:00:00Z,MATCHED,0.7,False,18.178,994.659,0.0,
135,2024-01-06T15:00:00Z,MATCHED,0.9,False,17.069,995.432,0.0,2.505
136,2024-01-06T16:00:00Z,MATCHED,0.8,False,16.675,995.798,0.0,2.729
137,2024-01-06T17:00:00Z,MATCHED,0.8,False,16.069,995.802,0.0,2.859
138,2024-01-06T18:00:00Z,MATCHED,0.9,False,16.133,995.693,0.0,2.804
139,2024-01-06T19:00:00Z,MATCHED,0.8,False,,995.208,0.0,2.963
140,2024-01-06T20:00:00Z,MATCHED,0.8,False,15.761,994.904,0.0,2.851
141,2024-01-06T21:00:00Z,MATCHED,0.8,False,15.716,994.706,0.0,2.635
142,2024-01-06T22:00:00Z,MATCHED,0.7,False,15.552,994.66,0.0,
143,2024-01-06T23:00:00Z,MATCHED,0.7,False,15.465,994.756,0.0,
144,2024-01-07T00:00:00Z,MATCHED,0.7,False,15.901,995.085,0.0,
145,2024-01-07T01:00:00Z,MATCHED,1.0,False,16.712,995.902,0.0,2.865
146,2024-01-07T02:00:00Z,MATCHED,0.9,False,16.828,996.626,0.0,3.09
147,2024-01-07T03:00:00Z,MATCHED,0.9,False,17.226,997.767,0.0,3.387
148,2024-01-07T04:00:00Z,MATCHED,0.7,False,17.586,998.232,0.0,
149,2024-01-07T05:00:00Z,MATCHED,0.7,False,19.31,998.204,0.0,
150,2024-01-07T06:00:00Z,MATCHED,0.8,False,20.915,997.216,0.0,1.58
151,2024-01-07T07:00:00Z,MATCHED,0.7,False,21.721,995.722,0.001,
152,2024-01-07T08:00:00Z,MATCHED,0.7,False,22.8,994.86,0.0,
153,2024-01-07T09:00:00Z,MATCHED,0.7,False,22.89,994.01,0.001,
154,2024-01-07T10:00:00Z,MATCHED,0.7,False,21.672,993.771,0.0,
155,2024-01-07T11:00:00Z,MATCHED,0.9,False,21.144,993.93,0.0,3.079
156,2024-01-07T12:00:00Z,MATCHED,0.9,False,20.997,994.175,0.0,2.513
157,2024-01-07T13:00:00Z,MATCHED,0.9,False,20.233,994.521,0.0,2.118
158,2024-01-07T14:00:00Z,MATCHED,0.8,False,19.386,994.948,0.0,1.872
159,2024-01-07T15:00:00Z,MATCHED,0.9,False,17.953,995.425,0.0,2.066
160,2024-01-07T16:00:00Z,MATCHED,0.7,False,,995.786,0.0,2.237
161,2024-01-07T17:00:00Z,MATCHED,0.8,False,16.945,995.808,0.0,2.065
162,2024-01-07T18:00:00Z,MATCHED,0.7,False,16.093,995.49,0.0,
163,2024-01-07T19:00:00Z,MATCHED,0.8,False,15.975,995.174,0.0,1.835
164,2024-01-07T20:00:00Z,MATCHED,0.8,False,15.398,994.732,0.0,1.832
165,2024-01-07T21:00:00Z,MATCHED,0.8,False,14.983,994.38,0.0,1.744
166,2024-01-07T22:00:00Z,MATCHED,0.7,False,13.815,994.409,0.0,
167,2024-01-07T23:00:00Z,MATCHED,0.9,False,13.828,994.356,0.0,1.466
168,2024-01-08T00:00:00Z,MATCHED,0.7,False,14.09,994.763,0.0,
169,2024-01-08T01:00:00Z,MATCHED,0.8,False,14.753,995.924,0.0,
170,2024-01-08T02:00:00Z,MATCHED,0.8,False,15.119,996.768,0.0,
171,2024-01-08T03:00:00Z,MATCHED,0.7,False,16.046,997.797,0.0,
172,2024-01-08T04:00:00Z,MATCHED,0.9,False,17.259,998.308,0.0,2.003
173,2024-01-08T05:00:00Z,MATCHED,0.9,False,19.717,998.068,0.0,1.848
174,2024-01-08T06:00:00Z,MATCHED,0.9,False,21.607,997.004,0.0,1.603
175,2024-01-08T07:00:00Z,MATCHED,0.8,False,22.296,995.802,0.0,1.545
176,2024-01-08T08:00:00Z,MATCHED,1.0,False,24.203,994.834,0.001,1.502
177,2024-01-08T09:00:00Z,MATCHED,0.9,False,24.614,994.034,0.002,1.649
178,2024-01-08T10:00:00Z,MATCHED,0.9,False,23.472,993.61,0.0,1.795
179,2024-01-08T11:00:00Z,MATCHED,0.8,False,23.149,993.417,0.0,2.077
180,2024-01-08T12:00:00Z,MATCHED,0.8,False,21.8,993.538,0.0,1.746
181,2024-01-08T13:00:00Z,MATCHED,0.8,False,21.044,994.189,0.0,2.115
182,2024-01-08T14:00:00Z,MATCHED,0.9,False,20.43,994.906,0.0,2.595
183,2024-01-08T15:00:00Z,MATCHED,0.9,False,18.707,995.553,0.0,2.825
184,2024-01-08T16:00:00Z,MATCHED,0.9,False,18.357,995.534,0.0,3.005
185,2024-01-08T17:00:00Z,MATCHED,0.9,False,17.564,995.828,0.0,2.802
186,2024-01-08T18:00:00Z,MATCHED,0.9,False,17.227,995.446,0.0,2.577
187,2024-01-08T19:00:00Z,MATCHED,0.9,False,16.916,995.202,0.0,2.265
188,2024-01-08T20:00:00Z,MATCHED,0.9,False,15.984,994.826,0.0,1.851
189,2024-01-08T21:00:00Z,MATCHED,0.9,False,15.237,994.418,0.0,1.94
190,2024-01-08T22:00:00Z,MATCHED,0.9,False,14.889,994.373,0.0,1.652
191,2024-01-08T23:00:00Z,MATCHED,0.8,False,14.729,993.744,0.0,
192,2024-01-09T00:00:00Z,MATCHED,0.7,False,14.553,993.918,0.0,
193,2024-01-09T01:00:00Z,MATCHED,1.0,False,14.854,994.51,0.0,1.141
194,2024-01-09T02:00:00Z,MATCHED,1.0,False,15.138,995.135,0.0,1.337
195,2024-01-09T03:00:00Z,MATCHED,0.7,False,16.028,996.041,0.0,
196,2024-01-09T04:00:00Z,MATCHED,0.6,False,,996.711,0.0,
197,2024-01-09T05:00:00Z,MATCHED,0.7,False,21.187,996.385,0.0,
198,2024-01-09T06:00:00Z,MATCHED,0.8,False,23.564,995.401,0.0,
199,2024-01-09T07:00:00Z,MATCHED,0.9,False,24.441,994.084,0.0,0.615
200,2024-01-09T08:00:00Z,MATCHED,0.8,False,26.055,993.123,0.0,
201,2024-01-09T09:00:00Z,MATCHED,0.8,False,26.334,992.543,0.0,
202,2024-01-09T10:00:00Z,MATCHED,0.7,False,25.33,992.371,0.0,
203,2024-01-09T11:00:00Z,MATCHED,0.8,False,24.593,992.419,0.081,
204,2024-01-09T12:00:00Z,MATCHED,0.8,False,22.642,992.804,0.0,2.063
205,2024-01-09T13:00:00Z,MATCHED,0.7,False,22.384,993.523,0.0,
206,2024-01-09T14:00:00Z,MATCHED,0.8,False,21.922,994.551,0.003,2.9
207,2024-01-09T15:00:00Z,MATCHED,0.9,False,20.167,995.324,0.003,3.046
208,2024-01-09T16:00:00Z,MATCHED,0.8,False,19.708,995.413,0.0,2.673
209,2024-01-09T17:00:00Z,MATCHED,0.8,False,18.52,995.642,0.0,2.36
210,2024-01-09T18:00:00Z,MATCHED,0.8,False,18.11,995.26,0.0,2.252
211,2024-01-09T19:00:00Z,MATCHED,0.7,False,17.733,994.895,0.0,
212,2024-01-09T20:00:00Z,MATCHED,0.8,False,16.822,994.601,0.0,
213,2024-01-09T21:00:00Z,MATCHED,0.8,False,16.425,993.993,0.0,
214,2024-01-09T22:00:00Z,MATCHED,0.8,False,16.33,993.924,0.0,
215,2024-01-09T23:00:00Z,MATCHED,0.7,False,16.157,993.712,0.0,
216,2024-01-10T00:00:00Z,MATCHED,0.8,False,16.139,994.028,0.0,2.975
217,2024-01-10T01:00:00Z,MATCHED,0.8,False,16.438,994.797,0.0,3.192
218,2024-01-10T02:00:00Z,MATCHED,0.8,False,16.386,995.337,0.0,
219,2024-01-10T03:00:00Z,MATCHED,0.8,False,16.465,996.211,0.0,
220,2024-01-10T04:00:00Z,MATCHED,0.9,False,17.035,996.813,0.0,3.048
221,2024-01-10T05:00:00Z,MATCHED,0.9,False,18.365,996.801,0.0,2.623
222,2024-01-10T06:00:00Z,MATCHED,0.9,False,19.713,996.03,0.0,2.662
223,2024-01-10T07:00:00Z,MATCHED,0.8,False,20.509,994.68,0.001,
224,2024-01-10T08:00:00Z,MATCHED,0.9,False,21.65,993.547,0.0,2.501
225,2024-01-10T09:00:00Z,MATCHED,0.8,False,21.944,993.022,0.0,
226,2024-01-10T10:00:00Z,MATCHED,0.7,False,20.782,992.631,0.0,
227,2024-01-10T11:00:00Z,MATCHED,0.7,False,20.716,993.024,0.0,
228,2024-01-10T12:00:00Z,MATCHED,0.8,False,19.861,993.381,0.0,
229,2024-01-10T13:00:00Z,MATCHED,0.7,False,18.87,993.876,0.0,
230,2024-01-10T14:00:00Z,MATCHED,0.7,False,18.212,994.408,0.0,
231,2024-01-10T15:00:00Z,MATCHED,0.9,False,16.402,994.862,0.0,1.75
232,2024-01-10T16:00:00Z,MATCHED,0.7,False,16.332,995.22,0.0,
233,2024-01-10T17:00:00Z,MATCHED,0.7,False,16.356,995.185,0.0,
234,2024-01-10T18:00:00Z,MATCHED,0.9,False,15.968,995.072,0.0,1.422
235,2024-01-10T19:00:00Z,MATCHED,0.9,False,15.626,994.971,0.0,1.331
236,2024-01-10T20:00:00Z,MATCHED,0.7,False,15.061,994.757,0.0,
237,2024-01-10T21:00:00Z,MATCHED,0.7,False,15.121,994.654,0.0,
238,2024-01-10T22:00:00Z,MATCHED,0.7,False,14.319,994.656,0.0,
239,2024-01-10T23:00:00Z,MATCHED,0.7,False,14.395,994.793,0.0,
240,2024-01-11T00:00:00Z,MATCHED,0.8,False,14.48,994.997,0.0,1.673
241,2024-01-11T01:00:00Z,MATCHED,0.7,False,14.732,996.031,0.0,
242,2024-01-11T02:00:00Z,MATCHED,0.9,False,15.144,996.781,0.0,2.345
243,2024-01-11T03:00:00Z,MATCHED,0.9,False,16.002,997.87,0.0,2.633
244,2024-01-11T04:00:00Z,MATCHED,0.8,False,16.853,998.421,0.0,2.806
245,2024-01-11T05:00:00Z,MATCHED,0.7,False,18.851,998.323,0.0,
246,2024-01-11T06:00:00Z,MATCHED,0.8,False,20.626,997.504,0.0,
247,2024-01-11T07:00:00Z,MATCHED,0.9,False,22.081,996.192,0.0,1.862
248,2024-01-11T08:00:00Z,MATCHED,0.8,False,23.739,994.856,0.0,2.566
249,2024-01-11T09:00:00Z,MATCHED,0.9,False,23.77,994.092,0.0,2.851
250,2024-01-11T10:00:00Z,MATCHED,1.0,False,22.861,993.889,0.0,2.559
251,2024-01-11T11:00:00Z,MATCHED,0.9,False,22.692,993.79,0.0,2.378
252,2024-01-11T12:00:00Z,MATCHED,0.9,False,21.665,993.781,0.0,1.778
253,2024-01-11T13:00:00Z,MATCHED,0.7,False,20.762,993.939,0.0,
254,2024-01-11T14:00:00Z,MATCHED,0.7,False,19.505,994.339,0.0,
255,2024-01-11T15:00:00Z,MATCHED,0.9,False,17.51,995.179,0.0,1.995
256,2024-01-11T16:00:00Z,MATCHED,0.7,False,16.888,995.206,0.0,
257,2024-01-11T17:00:00Z,MATCHED,0.8,False,15.684,995.319,0.0,
258,2024-01-11T18:00:00Z,MATCHED,0.8,False,15.192,994.904,0.0,
259,2024-01-11T19:00:00Z,MATCHED,0.8,False,14.834,994.551,0.0,1.954
260,2024-01-11T20:00:00Z,MATCHED,0.8,False,13.955,994.337,0.0,2.127
261,2024-01-11T21:00:00Z,MATCHED,0.9,False,13.7,993.979,0.0,1.942
262,2024-01-11T22:00:00Z,MATCHED,0.9,False,13.081,993.766,0.0,1.905
263,2024-01-11T23:00:00Z,MATCHED,0.7,False,13.149,993.828,0.0,
264,2024-01-12T00:00:00Z,MATCHED,0.8,False,13.319,994.222,0.0,1.857
265,2024-01-12T01:00:00Z,MATCHED,0.8,False,13.501,995.03,0.0,
266,2024-01-12T02:00:00Z,MATCHED,0.7,False,13.974,995.834,0.0,
267,2024-01-12T03:00:00Z,MATCHED,0.8,False,14.909,996.951,0.0,1.994
268,2024-01-12T04:00:00Z,MATCHED,0.7,False,,997.492,0.0,2.206
269,2024-01-12T05:00:00Z,MATCHED,0.8,False,20.077,997.256,0.0,
270,2024-01-12T06:00:00Z,MATCHED,0.8,False,21.636,996.268,0.0,
271,2024-01-12T07:00:00Z,MATCHED,0.8,False,22.234,995.082,0.0,
272,2024-01-12T08:00:00Z,MATCHED,0.7,False,23.96,994.101,0.0,
273,2024-01-12T09:00:00Z,MATCHED,0.7,False,24.084,993.537,0.0,
274,2024-01-12T10:00:00Z,MATCHED,0.8,False,22.949,993.104,0.0,
275,2024-01-12T11:00:00Z,MATCHED,0.8,False,22.502,993.256,0.0,2.26
276,2024-01-12T12:00:00Z,MATCHED,0.8,False,,993.328,0.0,1.896
277,2024-01-12T13:00:00Z,MATCHED,0.7,False,,993.259,0.0,1.945
278,2024-01-12T14:00:00Z,MATCHED,0.6,False,,994.104,0.0,
279,2024-01-12T15:00:00Z,MATCHED,0.8,False,16.953,994.869,0.0,
280,2024-01-12T16:00:00Z,MATCHED,0.7,False,16.329,995.261,0.0,
281,2024-01-12T17:00:00Z,MATCHED,0.9,False,14.871,995.147,0.0,2.11
282,2024-01-12T18:00:00Z,MATCHED,0.8,False,14.362,994.88,0.0,1.969
283,2024-01-12T19:00:00Z,MATCHED,0.7,False,13.639,994.648,0.0,
284,2024-01-12T20:00:00Z,MATCHED,0.9,False,12.953,993.998,0.0,2.019
285,2024-01-12T21:00:00Z,MATCHED,0.7,False,,993.503,0.0,2.135
286,2024-01-12T22:00:00Z,MATCHED,0.8,False,12.733,993.285,0.0,1.381
287,2024-01-12T23:00:00Z,MATCHED,0.8,False,,993.175,0.0,1.493
288,2024-01-13T00:00:00Z,MATCHED,0.8,False,,993.495,0.0,1.474
289,2024-01-13T01:00:00Z,MATCHED,0.8,False,12.718,994.089,0.0,1.484
290,2024-01-13T02:00:00Z,MATCHED,0.8,False,13.298,994.577,0.0,1.458
291,2024-01-13T03:00:00Z,MATCHED,0.7,False,14.93,995.556,0.0,
292,2024-01-13T04:00:00Z,MATCHED,0.6,False,,995.99,0.0,
293,2024-01-13T05:00:00Z,MATCHED,0.9,False,21.55,996.013,0.0,0.208
294,2024-01-13T06:00:00Z,MATCHED,1.0,False,23.407,995.357,0.0,1.206
295,2024-01-13T07:00:00Z,MATCHED,1.0,False,23.901,994.609,0.0,2.168
296,2024-01-13T08:00:00Z,MATCHED,0.8,False,25.393,993.683,0.0,2.659
297,2024-01-13T09:00:00Z,MATCHED,0.8,False,25.364,992.904,0.0,2.857
298,2024-01-13T10:00:00Z,MATCHED,0.9,False,24.449,992.169,0.0,2.777
299,2024-01-13T11:00:00Z,MATCHED,0.9,False,24.046,992.733,0.0,2.338
300,2024-01-13T12:00:00Z,MATCHED,0.8,False,22.686,992.649,0.0,2.049
301,2024-01-13T13:00:00Z,MATCHED,0.7,False,,993.019,0.0,2.203
302,2024-01-13T14:00:00Z,MATCHED,0.8,False,20.247,993.528,0.0,2.147
303,2024-01-13T15:00:00Z,MATCHED,0.9,False,18.319,993.89,0.0,2.176
304,2024-01-13T16:00:00Z,MATCHED,0.8,False,17.859,994.113,0.0,2.165
305,2024-01-13T17:00:00Z,MATCHED,0.9,False,16.689,993.918,0.0,2.048
306,2024-01-13T18:00:00Z,MATCHED,0.8,False,15.794,993.384,0.0,
307,2024-01-13T19:00:00Z,MATCHED,0.7,False,15.615,992.842,0.0,
308,2024-01-13T20:00:00Z,MATCHED,0.8,False,14.808,992.493,0.0,2.127
309,2024-01-13T21:00:00Z,MATCHED,0.8,False,14.627,992.165,0.0,
310,2024-01-13T22:00:00Z,MATCHED,0.7,False,14.245,992.195,0.0,
311,2024-01-13T23:00:00Z,MATCHED,0.7,False,14.116,991.922,0.0,
312,2024-01-14T00:00:00Z,MATCHED,0.8,False,14.501,992.336,0.0,
313,2024-01-14T01:00:00Z,MATCHED,0.6,False,,993.336,0.0,
314,2024-01-14T02:00:00Z,MATCHED,0.7,False,14.589,994.198,0.0,
315,2024-01-14T03:00:00Z,MATCHED,0.9,False,15.899,995.055,0.0,1.121
316,2024-01-14T04:00:00Z,MATCHED,0.6,False,,995.632,0.0,
317,2024-01-14T05:00:00Z,MATCHED,0.9,False,21.39,995.391,0.0,1.55
318,2024-01-14T06:00:00Z,MATCHED,1.0,False,23.351,994.709,0.0,1.514
319,2024-01-14T07:00:00Z,MATCHED,0.9,False,23.817,993.739,0.0,1.76
320,2024-01-14T08:00:00Z,MATCHED,0.8,False,25.141,992.788,0.0,
321,2024-01-14T09:00:00Z,MATCHED,0.8,False,25.155,992.005,0.0,
