pair_index,timestamp,match_status,confidence_score,marginal_match,fused_temperature,fused_pressure,fused_rainfall,fused_wind_speed
4183,2024-06-23T07:00:00Z,MATCHED,0.7,False,30.377,978.938,0.16,
4184,2024-06-23T08:00:00Z,MATCHED,0.8,False,30.492,978.081,0.406,3.038
4185,2024-06-23T09:00:00Z,MATCHED,0.9,False,31.232,977.189,0.053,2.703
4186,2024-06-23T10:00:00Z,MATCHED,0.7,False,31.526,976.304,0.912,
4187,2024-06-23T11:00:00Z,MATCHED,0.8,False,30.82,975.925,0.467,
4188,2024-06-23T12:00:00Z,MATCHED,0.8,False,30.722,975.875,0.112,
4189,2024-06-23T13:00:00Z,MATCHED,0.7,False,30.414,976.229,0.05,
4190,2024-06-23T14:00:00Z,MATCHED,0.8,False,29.534,976.652,0.0,
4191,2024-06-23T15:00:00Z,MATCHED,0.8,False,28.332,977.288,0.0,
4192,2024-06-23T16:00:00Z,MATCHED,0.8,False,28.09,978.042,0.0,
4193,2024-06-23T17:00:00Z,MATCHED,0.8,False,27.54,978.72,0.0,
4194,2024-06-23T18:00:00Z,MATCHED,0.7,False,27.273,978.961,0.8,
4195,2024-06-23T19:00:00Z,MATCHED,0.6,False,26.688,978.958,2.783,
4196,2024-06-23T20:00:00Z,MATCHED,0.8,False,26.317,977.973,0.051,
4197,2024-06-23T21:00:00Z,MATCHED,0.8,False,26.322,978.131,0.003,
4198,2024-06-23T22:00:00Z,MATCHED,0.8,False,26.212,977.715,0.202,
4199,2024-06-23T23:00:00Z,MATCHED,0.9,False,25.9,977.852,0.0,2.328
4200,2024-06-24T00:00:00Z,MATCHED,0.7,False,26.471,978.357,0.0,
4201,2024-06-24T01:00:00Z,MATCHED,0.8,False,27.395,979.149,0.0,
4202,2024-06-24T02:00:00Z,MATCHED,0.8,False,28.319,979.407,0.004,
4203,2024-06-24T03:00:00Z,MATCHED,0.9,False,28.98,979.441,0.066,3.369
4204,2024-06-24T04:00:00Z,MATCHED,1.0,False,29.529,979.311,0.096,3.107
4205,2024-06-24T05:00:00Z,MATCHED,0.9,False,30.842,979.148,0.109,2.901
4206,2024-06-24T06:00:00Z,MATCHED,1.0,False,32.268,978.531,0.041,2.523
4207,2024-06-24T07:00:00Z,MATCHED,0.8,False,32.969,977.944,0.001,
4208,2024-06-24T08:00:00Z,MATCHED,0.8,False,33.834,977.199,0.001,
4209,2024-06-24T09:00:00Z,MATCHED,0.8,False,33.117,976.177,0.002,
4210,2024-06-24T10:00:00Z,MATCHED,0.8,False,33.955,975.071,0.005,
4211,2024-06-24T11:00:00Z,MATCHED,0.7,False,32.566,975.007,0.734,
4212,2024-06-24T12:00:00Z,MATCHED,0.7,False,32.605,974.956,0.026,
4213,2024-06-24T13:00:00Z,MATCHED,0.7,False,32.437,975.757,0.042,
4214,2024-06-24T14:00:00Z,MATCHED,0.8,False,31.667,976.132,0.003,2.359
4215,2024-06-24T15:00:00Z,MATCHED,0.8,False,30.447,977.055,0.0,
4216,2024-06-24T16:00:00Z,MATCHED,0.8,False,30.131,977.577,0.0,
4217,2024-06-24T17:00:00Z,MATCHED,0.8,False,29.456,978.022,0.0,
4218,2024-06-24T18:00:00Z,MATCHED,0.8,False,29.226,977.902,0.0,
4219,2024-06-24T19:00:00Z,MATCHED,0.7,False,29.192,977.881,0.0,
4220,2024-06-24T20:00:00Z,MATCHED,0.7,False,28.58,977.574,0.003,
4221,2024-06-24T21:00:00Z,MATCHED,0.7,False,28.072,977.47,0.001,
4222,2024-06-24T22:00:00Z,MATCHED,0.7,False,27.466,977.383,0.0,
4223,2024-06-24T23:00:00Z,MATCHED,0.7,False,27.334,977.26,0.0,
4224,2024-06-25T00:00:00Z,MATCHED,0.7,False,27.984,977.766,0.0,
4225,2024-06-25T01:00:00Z,MATCHED,0.7,False,28.81,978.295,0.0,
4226,2024-06-25T02:00:00Z,MATCHED,0.9,False,29.728,978.487,0.0,3.356
4227,2024-06-25T03:00:00Z,MATCHED,0.9,False,30.486,978.505,0.001,3.597
4228,2024-06-25T04:00:00Z,MATCHED,0.9,False,31.495,978.718,0.011,3.905
4229,2024-06-25T05:00:00Z,MATCHED,0.9,False,32.898,978.493,0.018,3.579
4230,2024-06-25T06:00:00Z,MATCHED,1.0,False,34.177,978.049,0.012,3.197
4231,2024-06-25T07:00:00Z,MATCHED,1.0,False,34.749,977.265,0.002,2.901
4232,2024-06-25T08:00:00Z,MATCHED,0.8,False,35.792,976.608,0.0,
4233,2024-06-25T09:00:00Z,MATCHED,0.6,False,34.19,975.833,1.85,
4234,2024-06-25T10:00:00Z,MATCHED,0.7,False,34.01,974.593,0.6,
4235,2024-06-25T11:00:00Z,MATCHED,0.8,False,34.055,974.091,0.0,
4236,2024-06-25T12:00:00Z,MATCHED,0.8,False,33.888,974.384,0.021,
4237,2024-06-25T13:00:00Z,MATCHED,1.0,False,33.63,975.184,0.0,1.931
4238,2024-06-25T14:00:00Z,MATCHED,0.8,False,31.901,976.079,0.1,2.076
4239,2024-06-25T15:00:00Z,MATCHED,0.9,False,30.95,976.775,0.0,2.313
4240,2024-06-25T16:00:00Z,MATCHED,1.0,False,30.834,977.554,0.0,2.401
4241,2024-06-25T17:00:00Z,MATCHED,1.0,False,30.312,977.872,0.0,2.175
4242,2024-06-25T18:00:00Z,MATCHED,0.8,False,29.88,978.079,0.0,
4243,2024-06-25T19:00:00Z,MATCHED,0.7,False,29.56,977.764,0.0,
4244,2024-06-25T20:00:00Z,MATCHED,0.8,False,28.918,977.145,0.0,
4245,2024-06-25T21:00:00Z,MATCHED,0.7,False,28.801,976.686,0.0,
4246,2024-06-25T22:00:00Z,MATCHED,1.0,False,28.032,977.002,0.0,1.644
4247,2024-06-25T23:00:00Z,MATCHED,0.8,False,27.834,977.045,0.0,
4248,2024-06-26T00:00:00Z,MATCHED,0.7,False,28.561,977.506,0.0,
4249,2024-06-26T01:00:00Z,MATCHED,0.8,False,29.584,978.295,0.0,
4250,2024-06-26T02:00:00Z,MATCHED,0.8,False,30.416,978.599,0.0,
4251,2024-06-26T03:00:00Z,MATCHED,0.8,False,31.023,978.385,0.0,
4252,2024-06-26T04:00:00Z,MATCHED,0.9,False,31.707,978.04,0.001,1.767
4253,2024-06-26T05:00:00Z,MATCHED,1.0,False,33.422,977.966,0.012,1.415
4254,2024-06-26T06:00:00Z,MATCHED,0.8,False,35.468,977.729,0.007,
4255,2024-06-26T07:00:00Z,MATCHED,0.8,False,36.111,977.167,0.004,
4256,2024-06-26T08:00:00Z,MATCHED,0.8,False,37.034,976.55,0.001,
4257,2024-06-26T09:00:00Z,MATCHED,0.8,False,37.154,975.895,0.0,
4258,2024-06-26T10:00:00Z,MATCHED,0.8,False,36.386,974.729,0.001,
4259,2024-06-26T11:00:00Z,MATCHED,0.9,False,35.245,974.514,0.191,2.343
4260,2024-06-26T12:00:00Z,MATCHED,0.8,False,34.311,974.938,0.091,
4261,2024-06-26T13:00:00Z,MATCHED,1.0,False,34.026,975.937,0.054,2.03
4262,2024-06-26T14:00:00Z,MATCHED,0.7,False,32.43,976.907,0.05,
4263,2024-06-26T15:00:00Z,MATCHED,0.8,False,30.845,977.9,0.0,
4264,2024-06-26T16:00:00Z,MATCHED,0.8,False,30.484,978.482,0.0,
4265,2024-06-26T17:00:00Z,MATCHED,0.8,False,29.669,979.049,0.0,
4266,2024-06-26T18:00:00Z,MATCHED,1.0,False,29.579,979.168,0.141,3.107
4267,2024-06-26T19:00:00Z,MATCHED,0.8,False,29.081,979.011,0.507,3.01
4268,2024-06-26T20:00:00Z,MATCHED,0.7,False,28.221,978.455,0.603,
4269,2024-06-26T21:00:00Z,MATCHED,0.8,False,27.438,978.585,0.622,
4270,2024-06-26T22:00:00Z,MATCHED,0.7,False,25.986,978.646,1.905,
4271,2024-06-26T23:00:00Z,MATCHED,0.8,False,25.87,978.975,0.89,
4272,2024-06-27T00:00:00Z,MATCHED,0.7,False,26.623,979.0,0.412,
4273,2024-06-27T01:00:00Z,MATCHED,1.0,False,26.996,979.883,0.172,2.449
4274,2024-06-27T02:00:00Z,MATCHED,0.9,False,27.858,980.369,0.011,2.511
4275,2024-06-27T03:00:00Z,MATCHED,0.8,False,28.931,980.273,0.0,
4276,2024-06-27T04:00:00Z,MATCHED,0.9,False,29.849,980.153,0.0,2.03
4277,2024-06-27T05:00:00Z,MATCHED,0.9,False,31.66,980.309,0.013,1.613
4278,2024-06-27T06:00:00Z,MATCHED,1.0,False,33.206,979.966,0.015,1.998
4279,2024-06-27T07:00:00Z,MATCHED,0.9,False,33.796,979.162,0.005,2.05
4280,2024-06-27T08:00:00Z,MATCHED,0.9,False,34.603,978.077,0.048,1.466
4281,2024-06-27T09:00:00Z,MATCHED,0.8,False,33.93,977.186,0.424,
4282,2024-06-27T10:00:00Z,MATCHED,0.8,False,32.6,976.338,0.487,
4283,2024-06-27T11:00:00Z,MATCHED,1.0,False,33.328,976.079,0.355,1.458
4284,2024-06-27T12:00:00Z,MATCHED,1.0,False,31.022,976.682,1.879,2.028
4285,2024-06-27T13:00:00Z,MATCHED,0.6,False,29.075,977.79,3.641,
4286,2024-06-27T14:00:00Z,MATCHED,0.6,False,28.021,978.848,1.944,
4287,2024-06-27T15:00:00Z,MATCHED,0.7,False,27.251,979.524,1.348,
4288,2024-06-27T16:00:00Z,MATCHED,0.7,False,27.177,980.29,0.833,
4289,2024-06-27T17:00:00Z,MATCHED,0.7,False,26.821,980.635,0.988,
4290,2024-06-27T18:00:00Z,MATCHED,0.7,False,26.929,980.807,0.795,
4291,2024-06-27T19:00:00Z,MATCHED,0.9,False,26.97,980.108,0.059,0.802
4292,2024-06-27T20:00:00Z,MATCHED,0.8,False,26.495,979.861,0.062,
4293,2024-06-27T21:00:00Z,MATCHED,1.0,False,26.309,979.562,0.085,1.914
4294,2024-06-27T22:00:00Z,MATCHED,0.8,False,26.345,979.248,0.084,
4295,2024-06-27T23:00:00Z,MATCHED,0.8,False,26.326,979.255,0.009,
4296,2024-06-28T00:00:00Z,MATCHED,0.7,False,26.756,979.284,0.009,
4297,2024-06-28T01:00:00Z,MATCHED,0.7,False,27.107,980.052,0.055,
4298,2024-06-28T02:00:00Z,MATCHED,0.7,False,27.799,980.385,0.006,
4299,2024-06-28T03:00:00Z,MATCHED,0.8,False,28.457,980.51,0.006,
4300,2024-06-28T04:00:00Z,MATCHED,0.9,False,29.151,980.428,0.091,1.636
4301,2024-06-28T05:00:00Z,MATCHED,0.8,False,30.018,980.259,0.099,
4302,2024-06-28T06:00:00Z,MATCHED,0.8,False,31.364,979.751,0.077,
4303,2024-06-28T07:00:00Z,MATCHED,0.8,False,31.599,978.992,0.217,
4304,2024-06-28T08:00:00Z,MATCHED,0.8,False,32.318,977.976,0.259,
4305,2024-06-28T09:00:00Z,MATCHED,0.8,False,32.525,977.068,0.079,
4306,2024-06-28T10:00:00Z,MATCHED,0.9,False,32.316,976.433,0.141,1.147
4307,2024-06-28T11:00:00Z,MATCHED,0.5,False,30.499,976.494,,
4308,2024-06-28T12:00:00Z,MATCHED,0.8,False,29.497,976.42,1.205,2.143
4309,2024-06-28T13:00:00Z,MATCHED,0.7,False,29.459,977.389,1.689,
4310,2024-06-28T14:00:00Z,MATCHED,0.8,False,28.873,978.115,1.061,2.268
4311,2024-06-28T15:00:00Z,MATCHED,0.8,False,28.04,978.867,0.392,
4312,2024-06-28T16:00:00Z,MATCHED,0.8,False,27.962,979.217,0.443,
4313,2024-06-28T17:00:00Z,MATCHED,0.8,False,27.429,979.719,0.42,2.248
4314,2024-06-28T18:00:00Z,MATCHED,0.8,False,27.315,979.445,0.547,2.09
4315,2024-06-28T19:00:00Z,MATCHED,0.7,False,27.182,979.215,0.502,
4316,2024-06-28T20:00:00Z,MATCHED,1.0,False,26.858,979.028,0.936,1.71
4317,2024-06-28T21:00:00Z,MATCHED,0.8,False,26.495,978.776,0.564,
4318,2024-06-28T22:00:00Z,MATCHED,0.8,False,26.078,978.408,0.441,
4319,2024-06-28T23:00:00Z,MATCHED,0.8,False,26.248,978.625,0.338,
4320,2024-06-29T00:00:00Z,MATCHED,0.8,False,26.581,978.929,0.202,
4321,2024-06-29T01:00:00Z,MATCHED,0.8,False,26.573,979.806,0.236,
4322,2024-06-29T02:00:00Z,MATCHED,0.8,False,27.044,980.344,0.386,
4323,2024-06-29T03:00:00Z,MATCHED,0.8,False,27.164,980.488,0.293,
4324,2024-06-29T04:00:00Z,MATCHED,0.8,False,27.451,980.336,0.112,
4325,2024-06-29T05:00:00Z,MATCHED,0.8,False,28.943,980.374,0.18,
4326,2024-06-29T06:00:00Z,MATCHED,0.8,False,29.762,980.601,0.168,
4327,2024-06-29T07:00:00Z,MATCHED,0.8,False,29.941,979.947,0.145,3.655
4328,2024-06-29T08:00:00Z,MATCHED,0.9,False,30.852,979.663,0.157,3.37
4329,2024-06-29T09:00:00Z,MATCHED,0.8,False,31.257,978.245,0.134,3.051
4330,2024-06-29T10:00:00Z,MATCHED,0.6,False,30.794,978.077,1.015,
4331,2024-06-29T11:00:00Z,MATCHED,0.7,False,28.887,977.881,,2.455
4332,2024-06-29T12:00:00Z,MATCHED,0.6,False,27.941,978.415,,2.075
4333,2024-06-29T13:00:00Z,MATCHED,0.7,False,28.157,979.168,0.065,
4334,2024-06-29T14:00:00Z,MATCHED,0.7,False,28.002,979.74,0.079,
4335,2024-06-29T15:00:00Z,MATCHED,0.8,False,27.257,980.575,0.068,
4336,2024-06-29T16:00:00Z,MATCHED,0.7,False,26.896,981.423,0.51,
4337,2024-06-29T17:00:00Z,MATCHED,0.7,False,26.398,981.834,0.572,
4338,2024-06-29T18:00:00Z,MATCHED,0.7,False,26.021,981.662,0.775,
4339,2024-06-29T19:00:00Z,MATCHED,0.8,False,25.694,981.094,0.988,2.819
4340,2024-06-29T20:00:00Z,MATCHED,1.0,False,25.217,980.378,0.883,2.898
4341,2024-06-29T21:00:00Z,MATCHED,0.9,False,25.149,979.87,0.684,2.784
4342,2024-06-29T22:00:00Z,MATCHED,0.8,False,25.202,979.696,0.56,
4343,2024-06-29T23:00:00Z,MATCHED,0.8,False,25.331,979.547,0.562,
4344,2024-06-30T00:00:00Z,MATCHED,0.9,False,25.598,980.276,0.429,3.237
4345,2024-06-30T01:00:00Z,MATCHED,0.8,False,25.686,980.881,0.541,
4346,2024-06-30T02:00:00Z,MATCHED,0.8,False,25.996,981.321,0.337,
4347,2024-06-30T03:00:00Z,MATCHED,0.8,False,26.472,981.547,0.209,
4348,2024-06-30T04:00:00Z,MATCHED,0.8,False,26.855,981.58,0.16,
4349,2024-06-30T05:00:00Z,MATCHED,0.9,False,27.878,981.865,0.118,3.021
4350,2024-06-30T06:00:00Z,MATCHED,0.9,False,28.907,981.539,0.105,3.046
4351,2024-06-30T07:00:00Z,MATCHED,0.8,False,28.831,980.583,0.014,3.387
4352,2024-06-30T08:00:00Z,MATCHED,0.8,False,29.103,979.649,0.061,3.224
4353,2024-06-30T09:00:00Z,MATCHED,0.9,False,28.301,978.77,0.922,3.933
4354,2024-06-30T10:00:00Z,MATCHED,0.8,False,29.066,978.153,0.24,
4355,2024-06-30T11:00:00Z,MATCHED,0.9,False,29.91,977.621,0.033,2.751
4356,2024-06-30T12:00:00Z,MATCHED,0.8,False,28.233,977.689,0.638,
4357,2024-06-30T13:00:00Z,MATCHED,0.8,False,28.436,978.485,0.405,
4358,2024-06-30T14:00:00Z,MATCHED,0.8,False,27.884,979.186,0.367,
4359,2024-06-30T15:00:00Z,MATCHED,0.8,False,26.959,979.957,0.358,
4360,2024-06-30T16:00:00Z,MATCHED,0.9,False,26.325,980.372,0.373,2.471
4361,2024-06-30T17:00:00Z,MATCHED,0.8,False,25.636,980.493,0.571,
4362,2024-06-30T18:00:00Z,MATCHED,0.8,False,25.482,980.101,0.368,
4363,2024-06-30T19:00:00Z,MATCHED,1.0,False,25.425,979.655,0.244,3.374
4364,2024-06-30T20:00:00Z,MATCHED,0.9,False,25.189,979.064,0.181,3.811
4365,2024-06-30T21:00:00Z,MATCHED,0.9,False,25.122,978.638,0.189,4.127
4366,2024-06-30T22:00:00Z,MATCHED,0.9,False,25.459,978.808,0.222,4.681
4367,2024-06-30T23:00:00Z,MATCHED,0.9,False,25.301,978.625,0.276,4.777
4368,2024-07-01T00:00:00Z,MATCHED,0.9,False,25.594,978.986,0.109,4.608
4369,2024-07-01T01:00:00Z,MATCHED,0.9,False,25.626,979.356,0.088,4.512
4370,2024-07-01T02:00:00Z,MATCHED,0.8,False,26.061,979.648,0.035,
4371,2024-07-01T03:00:00Z,MATCHED,0.8,False,26.312,979.956,0.106,
4372,2024-07-01T04:00:00Z,MATCHED,0.8,False,26.37,980.206,0.309,
4373,2024-07-01T05:00:00Z,MATCHED,0.9,False,27.235,980.212,0.361,4.374
4374,2024-07-01T06:00:00Z,MATCHED,0.8,False,27.443,979.88,0.257,4.742
4375,2024-07-01T07:00:00Z,MATCHED,0.8,False,27.9,979.184,0.435,4.675
4376,2024-07-01T08:00:00Z,MATCHED,0.8,False,28.206,978.322,0.286,4.764
4377,2024-07-01T09:00:00Z,MATCHED,0.9,False,28.734,977.629,0.206,5.235
4378,2024-07-01T10:00:00Z,MATCHED,0.8,False,27.987,976.976,0.083,
4379,2024-07-01T11:00:00Z,MATCHED,0.8,False,27.482,976.637,0.107,
4380,2024-07-01T12:00:00Z,MATCHED,1.0,False,27.584,976.731,0.122,4.341
4381,2024-07-01T13:00:00Z,MATCHED,0.8,False,26.895,977.279,0.224,4.131
4382,2024-07-01T14:00:00Z,MATCHED,0.9,False,26.288,978.029,1.182,4.008
4383,2024-07-01T15:00:00Z,MATCHED,0.8,False,25.771,978.975,0.598,
4384,2024-07-01T16:00:00Z,MATCHED,0.8,False,25.79,979.556,0.73,
4385,2024-07-01T17:00:00Z,MATCHED,1.0,False,25.444,979.495,0.968,3.556
4386,2024-07-01T18:00:00Z,MATCHED,0.8,False,25.509,978.949,0.851,3.909
4387,2024-07-01T19:00:00Z,MATCHED,1.0,False,25.57,978.505,1.144,4.013
4388,2024-07-01T20:00:00Z,MATCHED,0.7,False,25.45,978.022,1.533,
4389,2024-07-01T21:00:00Z,MATCHED,0.7,False,25.184,977.551,1.241,
4390,2024-07-01T22:00:00Z,MATCHED,0.7,False,24.756,976.841,2.064,
4391,2024-07-01T23:00:00Z,MATCHED,0.7,False,24.566,977.302,2.047,
4392,2024-07-02T00:00:00Z,MATCHED,1.0,False,24.697,977.644,2.194,3.168
4393,2024-07-02T01:00:00Z,MATCHED,0.8,False,25.221,978.285,0.365,
4394,2024-07-02T02:00:00Z,MATCHED,0.8,False,26.153,978.95,0.098,
4395,2024-07-02T03:00:00Z,MATCHED,0.8,False,26.511,979.118,0.027,
4396,2024-07-02T04:00:00Z,MATCHED,1.0,False,26.913,979.222,0.251,3.767
4397,2024-07-02T05:00:00Z,MATCHED,0.7,False,27.018,978.928,0.601,
4398,2024-07-02T06:00:00Z,MATCHED,0.8,False,28.846,978.827,0.375,
4399,2024-07-02T07:00:00Z,MATCHED,0.8,False,29.496,978.564,0.321,
4400,2024-07-02T08:00:00Z,MATCHED,0.8,False,29.354,978.146,0.212,
4401,2024-07-02T09:00:00Z,MATCHED,0.8,False,28.985,977.374,0.102,
4402,2024-07-02T10:00:00Z,MATCHED,0.8,False,28.449,976.68,0.061,
4403,2024-07-02T11:00:00Z,MATCHED,0.8,False,28.077,976.419,0.057,
4404,2024-07-02T12:00:00Z,MATCHED,0.8,False,27.928,976.265,0.133,
4405,2024-07-02T13:00:00Z,MATCHED,1.0,False,27.449,976.544,0.279,4.272
4406,2024-07-02T14:00:00Z,MATCHED,0.9,False,27.018,977.46,0.322,3.933
4407,2024-07-02T15:00:00Z,MATCHED,0.8,False,26.224,978.199,0.504,3.619
4408,2024-07-02T16:00:00Z,MATCHED,0.8,False,26.1,979.142,0.788,3.353
4409,2024-07-02T17:00:00Z,MATCHED,0.8,False,25.694,979.443,0.855,3.356
4410,2024-07-02T18:00:00Z,MATCHED,0.9,False,25.663,979.454,0.748,3.346
4411,2024-07-02T19:00:00Z,MATCHED,1.0,False,25.716,978.899,0.002,3.362
4412,2024-07-02T20:00:00Z,MATCHED,1.0,False,25.315,978.423,0.0,3.736
4413,2024-07-02T21:00:00Z,MATCHED,0.8,False,25.153,977.726,0.0,
4414,2024-07-02T22:00:00Z,MATCHED,0.8,False,25.242,977.634,0.0,
4415,2024-07-02T23:00:00Z,MATCHED,0.8,False,25.149,977.628,0.0,
4416,2024-07-03T00:00:00Z,MATCHED,0.9,False,25.728,978.182,0.0,3.093
4417,2024-07-03T01:00:00Z,MATCHED,0.8,False,26.396,978.827,0.0,
4418,2024-07-03T02:00:00Z,MATCHED,0.8,False,26.904,979.51,0.0,
4419,2024-07-03T03:00:00Z,MATCHED,0.8,False,27.191,979.577,0.0,
4420,2024-07-03T04:00:00Z,MATCHED,0.8,False,27.597,979.726,0.001,5.95
4421,2024-07-03T05:00:00Z,MATCHED,0.9,False,28.273,979.693,0.187,5.837
4422,2024-07-03T06:00:00Z,MATCHED,0.9,False,29.154,979.57,0.346,5.477
4423,2024-07-03T07:00:00Z,MATCHED,0.8,False,29.747,979.255,0.395,
4424,2024-07-03T08:00:00Z,MATCHED,0.8,False,30.412,978.704,0.078,
4425,2024-07-03T09:00:00Z,MATCHED,0.8,False,30.716,978.053,0.03,
4426,2024-07-03T10:00:00Z,MATCHED,0.7,False,29.104,977.245,2.43,
4427,2024-07-03T11:00:00Z,MATCHED,0.8,False,28.977,977.071,0.357,
4428,2024-07-03T12:00:00Z,MATCHED,0.8,False,28.995,977.409,0.2,
4429,2024-07-03T13:00:00Z,MATCHED,0.8,False,28.91,977.938,0.029,
4430,2024-07-03T14:00:00Z,MATCHED,0.7,False,28.099,978.909,0.154,
4431,2024-07-03T15:00:00Z,MATCHED,0.7,False,27.547,979.426,0.164,
4432,2024-07-03T16:00:00Z,MATCHED,0.7,False,27.409,980.329,0.307,
4433,2024-07-03T17:00:00Z,MATCHED,0.7,False,26.635,980.885,0.607,
4434,2024-07-03T18:00:00Z,MATCHED,0.8,False,26.506,980.558,0.161,
4435,2024-07-03T19:00:00Z,MATCHED,0.7,False,26.261,980.059,0.494,
4436,2024-07-03T20:00:00Z,MATCHED,1.0,False,25.782,979.351,0.386,2.396
4437,2024-07-03T21:00:00Z,MATCHED,0.9,False,25.638,979.047,0.315,2.514
4438,2024-07-03T22:00:00Z,MATCHED,0.8,False,25.094,978.983,0.168,
4439,2024-07-03T23:00:00Z,MATCHED,0.8,False,25.145,978.947,0.358,
4440,2024-07-04T00:00:00Z,MATCHED,0.9,False,25.683,979.542,0.184,3.578
4441,2024-07-04T01:00:00Z,MATCHED,0.9,False,25.652,980.113,0.22,3.886
4442,2024-07-04T02:00:00Z,MATCHED,0.8,False,26.191,980.641,0.064,
4443,2024-07-04T03:00:00Z,MATCHED,0.9,False,26.501,980.926,0.391,4.043
4444,2024-07-04T04:00:00Z,MATCHED,1.0,False,26.895,981.24,0.433,4.736
4445,2024-07-04T05:00:00Z,MATCHED,0.9,False,27.556,981.419,0.704,4.487
4446,2024-07-04T06:00:00Z,MATCHED,0.9,False,27.875,981.167,0.388,4.178
4447,2024-07-04T07:00:00Z,MATCHED,0.8,False,27.167,980.628,1.439,4.247
4448,2024-07-04T08:00:00Z,MATCHED,0.7,False,27.24,979.823,2.402,
4449,2024-07-04T09:00:00Z,MATCHED,0.8,False,27.844,979.135,0.793,
4450,2024-07-04T10:00:00Z,MATCHED,0.7,False,26.849,978.421,1.803,
4451,2024-07-04T11:00:00Z,MATCHED,0.8,False,27.857,978.399,0.362,
4452,2024-07-04T12:00:00Z,MATCHED,0.8,False,27.598,978.478,0.254,
4453,2024-07-04T13:00:00Z,MATCHED,0.8,False,26.808,978.897,0.55,2.825
4454,2024-07-04T14:00:00Z,MATCHED,0.9,False,26.274,979.29,0.727,2.489
4455,2024-07-04T15:00:00Z,MATCHED,0.8,False,25.875,979.89,0.523,2.38
4456,2024-07-04T16:00:00Z,MATCHED,0.9,False,25.954,980.287,0.265,2.547
4457,2024-07-04T17:00:00Z,MATCHED,0.9,False,25.701,980.562,0.31,2.628
4458,2024-07-04T18:00:00Z,MATCHED,0.9,False,25.535,980.307,0.359,2.79
4459,2024-07-04T19:00:00Z,MATCHED,1.0,False,25.539,979.602,0.293,3.127
4460,2024-07-04T20:00:00Z,MATCHED,0.9,False,25.331,978.728,0.387,3.376
4461,2024-07-04T21:00:00Z,MATCHED,0.8,False,25.34,978.213,0.35,
4462,2024-07-04T22:00:00Z,MATCHED,0.8,False,25.043,978.075,0.281,
4463,2024-07-04T23:00:00Z,MATCHED,0.8,False,25.038,977.957,0.23,
4464,2024-07-05T00:00:00Z,MATCHED,1.0,False,25.316,978.627,0.319,3.207
4465,2024-07-05T01:00:00Z,MATCHED,0.9,False,25.44,979.174,0.424,3.599
4466,2024-07-05T02:00:00Z,MATCHED,0.9,False,26.009,979.982,0.383,3.852
4467,2024-07-05T03:00:00Z,MATCHED,0.8,False,26.157,980.08,0.261,
4468,2024-07-05T04:00:00Z,MATCHED,0.9,False,26.631,980.136,0.176,5.098
4469,2024-07-05T05:00:00Z,MATCHED,1.0,False,27.624,979.949,0.174,4.729
4470,2024-07-05T06:00:00Z,MATCHED,0.9,False,28.55,979.445,0.161,4.553
4471,2024-07-05T07:00:00Z,MATCHED,0.9,False,29.429,978.481,0.086,5.1
4472,2024-07-05T08:00:00Z,MATCHED,0.6,False,30.693,977.843,1.55,
4473,2024-07-05T09:00:00Z,MATCHED,0.9,False,30.791,976.742,0.216,4.882
4474,2024-07-05T10:00:00Z,MATCHED,0.7,False,30.581,976.072,0.174,
4475,2024-07-05T11:00:00Z,MATCHED,0.8,False,29.925,975.534,0.178,
4476,2024-07-05T12:00:00Z,MATCHED,0.8,False,29.099,975.986,0.361,
4477,2024-07-05T13:00:00Z,MATCHED,0.6,False,27.68,976.476,1.7,
4478,2024-07-05T14:00:00Z,MATCHED,0.6,False,27.135,977.099,2.451,
4479,2024-07-05T15:00:00Z,MATCHED,0.6,False,26.364,977.659,1.601,
4480,2024-07-05T16:00:00Z,MATCHED,0.6,False,26.336,977.889,1.701,
4481,2024-07-05T17:00:00Z,MATCHED,0.7,False,26.101,978.03,0.051,
4482,2024-07-05T18:00:00Z,MATCHED,0.7,False,26.133,977.833,0.05,
4483,2024-07-05T19:00:00Z,MATCHED,0.7,False,25.992,977.196,1.305,3.839
4484,2024-07-05T20:00:00Z,MATCHED,0.7,False,25.503,976.715,1.493,3.841
4485,2024-07-05T21:00:00Z,MATCHED,0.9,False,25.524,976.402,1.744,3.758
4486,2024-07-05T22:00:00Z,MATCHED,0.8,False,24.904,976.025,1.392,3.719
4487,2024-07-05T23:00:00Z,MATCHED,0.8,False,25.001,976.012,0.674,
4488,2024-07-06T00:00:00Z,MATCHED,0.9,False,25.416,976.558,0.404,4.064
4489,2024-07-06T01:00:00Z,MATCHED,0.9,False,25.348,976.99,1.195,4.428
4490,2024-07-06T02:00:00Z,MATCHED,1.0,False,25.941,977.569,0.615,4.791
4491,2024-07-06T03:00:00Z,MATCHED,0.7,False,26.469,978.023,0.717,
4492,2024-07-06T04:00:00Z,MATCHED,0.6,False,26.926,978.259,1.566,
4493,2024-07-06T05:00:00Z,MATCHED,0.6,False,27.762,978.347,2.324,
4494,2024-07-06T06:00:00Z,MATCHED,0.5,False,28.295,978.26,,
4495,2024-07-06T07:00:00Z,MATCHED,0.9,False,28.154,977.697,1.575,4.861
4496,2024-07-06T08:00:00Z,MATCHED,0.7,False,28.073,977.251,3.017,4.762
4497,2024-07-06T09:00:00Z,MATCHED,0.7,False,27.85,976.362,1.754,
